ImageName,   EnsembleNeuronTracerV2s,   EnsembleNeuronTracerV2n,   Advantra_updated,   MOST,   ENT_updated,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1106_1776_45_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1109_1683_57_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1118_520_53_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1123_1008_53_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1124_1584_58_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1126_432_51_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1132_1200_62_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1137_158_50_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1146_723_55_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1150_915_57_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1153_1392_59_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1159_816_51_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1172_1107_57_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1179_624_56_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1190_350_48_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1220_1206_43_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1220_915_56_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1234_723_58_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1240_1625_44_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1269_531_56_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1272_1006_58_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1274_814_55_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1280_430_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1286_622_62_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1295_1198_60_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1304_339_63_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1329_180_48_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1342_915_51_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1343_539_59_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1351_815_59_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1355_623_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1364_1105_57_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1369_731_54_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\138_358_39_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1393_1425_63_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1412_1233_59_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1412_956_61_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1464_1041_54_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1466_764_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1472_251_41_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1472_443_54_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1478_849_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1491_364_44_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1496_172_57_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1543_814_60_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1561_746_61_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1598_430_54_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1604_938_58_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1612_133_51_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1612_238_57_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1623_362_59_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1658_730_58_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1688_154_62_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1700_922_43_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1705_538_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1718_346_54_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1732_1114_55_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1735_782_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1755_701_59_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1772_509_47_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1791_974_55_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1804_185_55_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1847_905_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1850_713_55_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1927_783_47_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1947_712_58_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\2013_732_54_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\203_1196_58_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\257_381_38_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\278_937_50_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\305_611_48_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\308_274_37_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\309_1129_54_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\330_375_36_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\352_1554_59_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\363_936_55_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\366_1055_52_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\395_1247_41_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\404_1160_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\405_1759_36_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\420_1951_52_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\433_1375_53_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\438_1838_54_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\449_418_37_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\456_1646_56_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\462_1567_58_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\488_952_52_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\497_610_57_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\500_226_43_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\501_1144_63_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\503_1438_50_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\503_534_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\522_342_39_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\522_418_53_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\525_1246_59_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\525_1336_53_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\534_760_49_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\544_1528_56_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\550_1720_49_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\555_952_54_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\556_1630_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\558_1038_51_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\559_846_56_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\581_654_55_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\596_1178_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\648_1254_59_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\648_1638_50_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\654_1551_58_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\665_399_53_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\668_1446_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\672_1359_59_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\680_979_63_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\689_591_51_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\693_1167_54_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\698_1044_56_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\698_783_62_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\717_1236_50_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\730_852_52_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\736_1534_59_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\750_975_61_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\752_1428_59_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\764_563_57_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\765_1331_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\765_1620_42_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\765_755_62_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\773_658_54_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\775_371_49_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\788_1139_45_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\821_947_58_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\840_1274_58_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\860_1446_63_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\872_410_61_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\882_322_52_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\883_602_61_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\890_794_45_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\890_986_58_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\898_1178_53_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\899_1370_54_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\906_1562_53_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\909_1254_62_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\920_1062_57_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\926_514_57_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\934_898_55_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\945_165_51_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\965_706_53_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\967_833_44_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\980_1128_60_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\989_357_49_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1015_390_56_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1022_306_62_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1032_984_53_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1035_1074_59_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1035_882_51_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1056_498_52_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1069_765_50_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1073_573_61_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1075_1149_51_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1075_690_60_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1121_957_52_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1124_340_51_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1127_882_55_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1133_434_63_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1146_1074_63_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1154_1266_53_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1161_626_60_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1180_769_58_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1208_696_54_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1211_504_60_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1215_1379_50_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1217_1187_52_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1217_434_54_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1225_984_62_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1227_888_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1237_1266_51_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1251_792_62_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1255_600_54_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1267_1100_63_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1298_524_63_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1301_1379_50_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1313_984_62_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1319_908_45_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1326_716_54_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1346_1207_57_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1346_1273_50_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1365_524_62_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1403_968_47_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1407_1440_57_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1410_701_59_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1419_893_57_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1443_776_62_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1472_368_53_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1518_684_54_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1538_1228_56_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1557_1420_54_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1558_372_62_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1564_1612_62_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1611_948_62_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\163_578_55_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1730_1178_50_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\174_365_49_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1756_1629_61_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\184_1307_50_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\1864_321_62_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\186_1100_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\230_557_61_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\261_1401_39_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\285_1159_52_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\303_967_52_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\355_585_58_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\358_775_59_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\359_874_51_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\365_682_56_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\370_1183_54_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\372_1375_56_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\376_1258_52_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\377_1450_53_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\378_1066_57_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\416_991_60_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\422_539_58_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\422_607_51_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\431_799_59_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\453_1406_56_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\477_1103_55_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\477_1214_46_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\480_912_56_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\506_202_51_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\531_1295_56_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\547_527_43_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\548_911_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\567_1216_58_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\570_1024_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\570_1103_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\592_143_60_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\604_1563_54_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\610_335_58_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\614_629_56_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\623_821_50_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\62_1594_50_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\632_245_51_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\637_437_59_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\641_719_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100110c4.tif.v3dpbd\gold\642_527_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\643_1085_54_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\644_1013_50_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100110c4.tif.v3dpbd\gold\651_1348_48_gold.tiff, 0, 0, 0, 0, 1,  , 
